psraid,sex,lifeq,snsuse,age,educ,race,inc,hisp
203655,2,2,1,40,5,5,8,2
203656,2,2,1,41,5,1,6,2
203662,2,1, ,99,5,4,99,2
203664,2,3, ,39,1,2,1,1
203669,1,1,1,18,3,5,4,2
203676,2,2,1,42,7,2,6,2
203678,2,3,1,44,5,2,4,2
203679,1,3, ,60,5,2,6,2
203686,1,3, ,76,5,1,2,2
203689,1,4,1,32,3,1,4,2
203695,1,2,1,23,6,1,4,2
203699,1,4, ,60,2,2,98,2
203700,1,3,1,46,3,1,7,2
203704,1,1,88,59,6,1,6,2
203707,1,2,1,24,3,2,3,2
203724,1,3, ,72,3,1,99,2
203725,1,1,1,37,6,1,8,2
203735,1,1,1,26,2,3,6,2
203737,2,1,1,44,5,1,9,2
203746,2,2, ,78,3,1,2,2
203750,2,1, ,77,7,1,99,2
203751,1,3,88,63,7,1,7,2
203762,1,2,1,36,5,1,3,2
203768,2,3,12,63,5,2,99,2
203770,1,2,1,55,6,1,99,2
203772,1,3,1,27,6,1,2,1
203774,1,2,1,24,6,6,5,1
203783,2,4,1,49,5,1,6,2
203790,1,2, ,50,1,1,1,1
203806,1,2, ,70,7,2,9,2
203807,2,4, ,48,3,1,2,2
203813,1,3,1,43,5,1,2,2
203814,1,3, ,61,5,1,2,2
203815,2,2, ,50,5,4,8,9
203819,1,1,1,18,2,3,5,2
203825,1,1,1,19,2,2,98,2
203827,1,1, ,67,6,2,7,2
203831,1,1,1,45,7,1,9,2
203833,2,3, ,46,6,1,3,2
203837,1,1,1,34,6,1,6,2
203838,1,3, ,57,4,1,98,1
203844,2,1,12,65,5,1,7,2
203864,1,2,1,25,3,3,98,2
203868,2,3, ,83,3,1,1,2
203869,2,4, ,99,2,1,98,2
203881,1,3,1,38,7,9,9,2
203895,2,2,1,28,2,1,2,2
203910,2,3,1,25,5,1,99,2
203922,2,2,1,21,5,3,3,2
203926,1,2,1,42,7,3,5,2
203927,1,3, ,76,3,1,5,2
203929,2,4,99,49,6,2,4,2
203937,1,2,1,33,6,2,6,2
203938,1,3,1,31,4,6,6,1
203946,1,3, ,52,3,1,7,2
203948,2,2,1,33,6,1,6,2
203950,2,2, ,61,3,1,2,1
203956,2,2,1,67,5,1,8,2
